"assembly_accession"	"species_taxid"	"taxid"	"organism_name"	"infraspecific_name"	"assembly_level"	"seq_rel_date"	"atcc"	"seq_accession"	"start"	"end"	"seq_len"	"strand"
"4224"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000317.1"	1	751	751	"*"
"4225"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000318.1"	1	356	356	"*"
"4226"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000319.1"	1	465	465	"*"
"4227"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000320.1"	1	465	465	"*"
"4228"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000321.1"	1	407	407	"*"
"4229"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000322.1"	1	466	466	"*"
"4230"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000323.1"	1	974	974	"*"
"4231"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000324.1"	1	302	302	"*"
"4232"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000325.1"	1	1288	1288	"*"
"4233"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000326.1"	1	903	903	"*"
"4234"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000327.1"	1	2058	2058	"*"
"4235"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000328.1"	1	219	219	"*"
"4236"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000329.1"	1	454	454	"*"
"4237"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000330.1"	1	261	261	"*"
"4238"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000331.1"	1	204	204	"*"
"4239"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000332.1"	1	305	305	"*"
"4240"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000333.1"	1	592	592	"*"
"4241"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000334.1"	1	146716	146716	"*"
"4242"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000335.1"	1	275398	275398	"*"
"4243"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000336.1"	1	545	545	"*"
"4244"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000337.1"	1	666	666	"*"
"4245"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000338.1"	1	952	952	"*"
"4246"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000339.1"	1	260	260	"*"
"4247"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000340.1"	1	1219	1219	"*"
"4248"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000341.1"	1	382	382	"*"
"4249"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000342.1"	1	461	461	"*"
"4250"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000343.1"	1	225	225	"*"
"4251"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000344.1"	1	625	625	"*"
"4252"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000345.1"	1	278	278	"*"
"4253"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000346.1"	1	114072	114072	"*"
"4254"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000347.1"	1	1002	1002	"*"
"4255"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000348.1"	1	541	541	"*"
"4256"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000349.1"	1	338	338	"*"
"4257"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000350.1"	1	299	299	"*"
"4258"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000351.1"	1	295	295	"*"
"4259"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000352.1"	1	1414	1414	"*"
"4260"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000353.1"	1	385	385	"*"
"4261"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000354.1"	1	235	235	"*"
"4262"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000355.1"	1	295	295	"*"
"4263"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000356.1"	1	467	467	"*"
"4264"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000357.1"	1	30826	30826	"*"
"4265"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000358.1"	1	857	857	"*"
"4266"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000359.1"	1	2175	2175	"*"
"4267"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000360.1"	1	611	611	"*"
"4268"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000361.1"	1	672	672	"*"
"4269"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000362.1"	1	856	856	"*"
"4270"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000363.1"	1	318	318	"*"
"4271"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000364.1"	1	798	798	"*"
"4272"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000365.1"	1	638	638	"*"
"4273"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000366.1"	1	239	239	"*"
"4274"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000367.1"	1	2489	2489	"*"
"4275"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000368.1"	1	12808	12808	"*"
"4276"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000369.1"	1	230	230	"*"
"4277"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000370.1"	1	948	948	"*"
"4278"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000371.1"	1	1045	1045	"*"
"4279"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000372.1"	1	300	300	"*"
"4280"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000373.1"	1	516	516	"*"
"4281"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000374.1"	1	1218	1218	"*"
"4282"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000375.1"	1	223	223	"*"
"4283"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000376.1"	1	877	877	"*"
"4284"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000377.1"	1	218	218	"*"
"4285"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000378.1"	1	247	247	"*"
"4286"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000379.1"	1	47485	47485	"*"
"4287"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000380.1"	1	277	277	"*"
"4288"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000381.1"	1	345	345	"*"
"4289"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000382.1"	1	234	234	"*"
"4290"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000383.1"	1	276	276	"*"
"4291"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000384.1"	1	279	279	"*"
"4292"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000385.1"	1	360	360	"*"
"4293"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000386.1"	1	3119	3119	"*"
"4294"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000387.1"	1	1506	1506	"*"
"4295"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000388.1"	1	983	983	"*"
"4296"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000389.1"	1	206	206	"*"
"4297"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000390.1"	1	6676	6676	"*"
"4298"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000391.1"	1	491	491	"*"
"4299"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000392.1"	1	347	347	"*"
"4300"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000393.1"	1	279	279	"*"
"4301"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000394.1"	1	841	841	"*"
"4302"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000395.1"	1	1176	1176	"*"
"4303"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000396.1"	1	302	302	"*"
"4304"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000397.1"	1	306	306	"*"
"4305"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000398.1"	1	1374	1374	"*"
"4306"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000399.1"	1	363	363	"*"
"4307"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000400.1"	1	273	273	"*"
"4308"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000401.1"	1	6746	6746	"*"
"4309"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000402.1"	1	1272	1272	"*"
"4310"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000403.1"	1	234	234	"*"
"4311"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000404.1"	1	315	315	"*"
"4312"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000405.1"	1	674	674	"*"
"4313"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000406.1"	1	337	337	"*"
"4314"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000407.1"	1	237	237	"*"
"4315"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000408.1"	1	298	298	"*"
"4316"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000409.1"	1	287	287	"*"
"4317"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000410.1"	1	298	298	"*"
"4318"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000411.1"	1	456	456	"*"
"4319"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000412.1"	1	339	339	"*"
"4320"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000413.1"	1	937	937	"*"
"4321"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000414.1"	1	509	509	"*"
"4322"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000415.1"	1	643	643	"*"
"4323"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000416.1"	1	219	219	"*"
"4324"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000417.1"	1	248	248	"*"
"4325"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000418.1"	1	891	891	"*"
"4326"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000419.1"	1	833	833	"*"
"4327"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000420.1"	1	221	221	"*"
"4328"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000421.1"	1	275	275	"*"
"4329"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000422.1"	1	264	264	"*"
"4330"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000423.1"	1	2057	2057	"*"
"4331"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000424.1"	1	354	354	"*"
"4332"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000425.1"	1	776	776	"*"
"4333"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000426.1"	1	403	403	"*"
"4334"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000427.1"	1	299	299	"*"
"4335"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000428.1"	1	497	497	"*"
"4336"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000429.1"	1	833	833	"*"
"4337"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000430.1"	1	487	487	"*"
"4338"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000431.1"	1	204	204	"*"
"4339"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000432.1"	1	790	790	"*"
"4340"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000433.1"	1	313	313	"*"
"4341"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000434.1"	1	230594	230594	"*"
"4342"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000435.1"	1	220	220	"*"
"4343"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000436.1"	1	1077	1077	"*"
"4344"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000437.1"	1	218	218	"*"
"4345"	"GCF_000508365.1"	562	1405292	"Escherichia coli ATCC BAA-2196"	"strain=ATCC BAA-2196"	"Contig"	"2013/12/16"	"ATCC BAA-2196"	"NZ_AYOF01000438.1"	1	286	286	"*"
