	s176	s184	s193	s237	s325	REF_GCF_000012825	REF_GCF_000178195	REF_GCF_000273295	REF_GCF_000403235	REF_GCF_000699705	REF_GCF_000699845	REF_GCF_000699865	REF_GCF_001404375	REF_GCF_001405155	REF_GCF_001406315	REF_GCF_001412315	REF_GCF_001640865	REF_GCF_900109635
g010567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010573	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0
g010574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010587	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0
g010588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010595	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0
g010596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010598	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010599	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
g010600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010601	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010604	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0
g010605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010625	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
g010626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010647	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g010648	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g010649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010655	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g010656	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010661	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010669	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0
g010670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010676	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0
g010677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010683	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1
g010684	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g010685	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g010686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010687	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g010688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010690	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g010691	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0
g010692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
g010693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010694	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0
g010695	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0
g010696	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0
g010697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010699	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
g010700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
g010701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010703	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g010704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010706	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010707	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010730	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010736	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g010737	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010749	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g010750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010751	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g010752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010753	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0
g010754	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
g010755	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0
g010756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010759	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
g010760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010762	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
g010763	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
g010764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
g010772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010780	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g010781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010786	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
g010787	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
g010788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010793	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010798	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g010799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010802	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010816	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g010817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010821	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g010822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010826	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g010827	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g010828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010831	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
g010832	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
g010833	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
g010834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010835	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
g010836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010838	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
g010839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010841	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
g010842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010843	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
g010844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010862	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
g010863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010866	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
g010867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010868	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g010869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010870	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0
g010871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010877	0	0	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1
g010878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010888	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0
g010889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010891	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010894	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1
g010895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010897	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g010898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010903	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1
g010904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010906	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0
g010907	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010912	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1
