assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	assembly_level	genome_rep	seq_rel_date	asm_name	ftp_path
GCF_000396585.1	PRJNA224116	SAMN00808904	AIRT00000000.1	na	1157408	1351	Enterococcus faecalis EnGen0222	strain=B4638	Scaffold	Full	5/15/13	Ente_faec_B4638_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/585/GCF_000396585.1_Ente_faec_B4638_V1
GCF_000396605.1	PRJNA224116	SAMN00808905	AIRU00000000.1	na	1157409	1351	Enterococcus faecalis EnGen0223	strain=B4672	Scaffold	Full	5/15/13	Ente_faec_B4672_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/605/GCF_000396605.1_Ente_faec_B4672_V1
GCF_000396625.1	PRJNA224116	SAMN00808906	AIRV00000000.1	na	1157410	1351	Enterococcus faecalis EnGen0224	strain=B4674	Scaffold	Full	5/15/13	Ente_faec_B4674_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/625/GCF_000396625.1_Ente_faec_B4674_V1
GCF_000396645.1	PRJNA224116	SAMN00808907	AIRW00000000.1	na	1157411	1351	Enterococcus faecalis EnGen0225	strain=B4969	Scaffold	Full	5/15/13	Ente_faec_B4969_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/645/GCF_000396645.1_Ente_faec_B4969_V1
GCF_000396665.1	PRJNA224116	SAMN00808908	AIRX00000000.1	na	1157412	1351	Enterococcus faecalis EnGen0226	strain=B5076	Scaffold	Full	5/15/13	Ente_faec_B5076_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/665/GCF_000396665.1_Ente_faec_B5076_V1
GCF_000396865.1	PRJNA224116	SAMN00809097	AIZQ00000000.1	na	1158540	1351	Enterococcus faecalis EnGen0253	strain=EnGen0253	Scaffold	Full	5/15/13	Ente_faec_EnGen0253_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/865/GCF_000396865.1_Ente_faec_EnGen0253_V1
GCF_000396905.1	PRJNA224116	SAMN00809119	AIZS00000000.1	na	1158542	1351	Enterococcus faecalis EnGen0232	strain=UAA948	Scaffold	Full	5/15/13	Ente_faec_UAA948_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/905/GCF_000396905.1_Ente_faec_UAA948_V1
GCF_000396985.1	PRJNA224116	SAMN00809144	AIZW00000000.1	na	1158546	1351	Enterococcus faecalis EnGen0233	strain=UAA1014	Scaffold	Full	5/15/13	Ente_faec_UAA1014_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/985/GCF_000396985.1_Ente_faec_UAA1014_V1
GCF_000407045.1	PRJNA224116	SAMN02596965	AHYN00000000.1	na	226185	1351	Enterococcus faecalis V583	strain=V583	Scaffold	Full	6/4/13	Ente_faec_V583_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/045/GCF_000407045.1_Ente_faec_V583_V1
GCF_000407305.1	PRJNA224116	SAMN02596965	ASWP00000000.1	na	226185	1351	Enterococcus faecalis V583	strain=V583	Scaffold	Full	6/4/13	Ente_faec_V583_V2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/305/GCF_000407305.1_Ente_faec_V583_V2
GCF_000414985.1	PRJNA224116	SAMN02436774	ATIE00000000.1	na	1260366	1351	Enterococcus faecalis KI-6-1-110608-1	strain=KI-6-1-110608-1	Scaffold	Full	6/26/13	ASM41498v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/414/985/GCF_000414985.1_ASM41498v1
GCF_000415005.1	PRJNA224116	SAMN02436913	ATIF00000000.1	na	1260365	1351	Enterococcus faecalis 02-MB-P-10	strain=02-MB-P-10	Scaffold	Full	6/26/13	ASM41500v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/005/GCF_000415005.1_ASM41500v1
GCF_000415025.1	PRJNA224116	SAMN02436905	ATIG00000000.1	na	1260364	1351	Enterococcus faecalis 20-SD-BW-06	strain=20-SD-BW-06	Scaffold	Full	6/26/13	ASM41502v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/025/GCF_000415025.1_ASM41502v1
GCF_000415045.1	PRJNA224116	SAMN02436906	ATIH00000000.1	na	1260363	1351	Enterococcus faecalis 02-MB-BW-10	strain=02-MB-BW-10	Scaffold	Full	6/26/13	ASM41504v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/045/GCF_000415045.1_ASM41504v1
GCF_000415065.1	PRJNA224116	SAMN02436841	ATII00000000.1	na	1260362	1351	Enterococcus faecalis D811610-10	strain=D811610-10	Scaffold	Full	6/26/13	ASM41506v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/065/GCF_000415065.1_ASM41506v1
GCF_000415085.1	PRJNA224116	SAMN02436833	ATIJ00000000.1	na	1260361	1351	Enterococcus faecalis B83616-1	strain=B83616-1	Scaffold	Full	6/26/13	ASM41508v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/085/GCF_000415085.1_ASM41508v1
GCF_000415105.1	PRJNA224116	SAMN02436834	ATIK00000000.1	na	1260360	1351	Enterococcus faecalis 06-MB-S-10	strain=06-MB-S-10	Scaffold	Full	6/26/13	ASM41510v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/105/GCF_000415105.1_ASM41510v1
GCF_000415125.1	PRJNA224116	SAMN02436835	ATIL00000000.1	na	1260359	1351	Enterococcus faecalis 06-MB-S-04	strain=06-MB-S-04	Scaffold	Full	6/26/13	ASM41512v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/125/GCF_000415125.1_ASM41512v1
GCF_000415165.1	PRJNA224116	SAMN02436775	ATIN00000000.1	na	1260357	1351	Enterococcus faecalis F01966	strain=F01966	Scaffold	Full	6/26/13	ASM41516v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/165/GCF_000415165.1_ASM41516v1
GCF_000415185.1	PRJNA224116	SAMN02436837	ATIO00000000.1	representative genome	1260356	1351	Enterococcus faecalis 13-SD-W-01	strain=13-SD-W-01	Scaffold	Full	6/26/13	ASM41518v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/185/GCF_000415185.1_ASM41518v1
GCF_000415205.1	PRJNA224116	SAMN02436776	ATIP00000000.1	na	1260355	1351	Enterococcus faecalis 20-SD-BW-08	strain=20-SD-BW-08	Scaffold	Full	6/26/13	ASM41520v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/205/GCF_000415205.1_ASM41520v1
GCF_000415225.1	PRJNA224116	SAMN02436707	ATIQ00000000.1	na	1258582	1351	Enterococcus faecalis 20.SD.W.06	strain=20.SD.W.06	Scaffold	Full	6/26/13	ASM41522v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/225/GCF_000415225.1_ASM41522v1
GCF_000415245.2	PRJNA224116	SAMN02436777	ATIR00000000.1	na	1244145	1351	Enterococcus faecalis RP2S-4	strain=RP2S-4	Scaffold	Full	6/26/13	ASM41524v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/245/GCF_000415245.2_ASM41524v2
GCF_000415385.2	PRJNA224116	SAMN02436839	ATIY00000000.1	na	1244144	1351	Enterococcus faecalis WKS-26-18-2	strain=WKS-26-18-2	Scaffold	Full	6/26/13	ASM41538v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/385/GCF_000415385.2_ASM41538v2
GCF_000415405.1	PRJNA224116	SAMN02436908	ATIZ00000000.1	na	1244143	1351	Enterococcus faecalis VC1B-1	strain=VC1B-1	Scaffold	Full	6/26/13	ASM41540v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/405/GCF_000415405.1_ASM41540v1
GCF_000415425.2	PRJNA224116	SAMN02436709	ATJA00000000.1	na	1244142	1351	Enterococcus faecalis UP2S-6	strain=UP2S-6	Scaffold	Full	6/26/13	ASM41542v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/425/GCF_000415425.2_ASM41542v2
GCF_000415445.2	PRJNA224116	SAMN02436840	ATJB00000000.1	na	1244141	1351	Enterococcus faecalis SLO2C-1	strain=SLO2C-1	Scaffold	Full	6/26/13	ASM41544v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/445/GCF_000415445.2_ASM41544v2
GCF_000415465.2	PRJNA224116	SAMN02436828	ATJC00000000.1	na	1244140	1351	Enterococcus faecalis LA3B-2	strain=LA3B-2	Scaffold	Full	6/26/13	ASM41546v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/465/GCF_000415465.2_ASM41546v2
GCF_000438765.1	PRJNA224116	SAMN02470829	ASWX00000000.1	na	1327994	1351	Enterococcus faecalis 10244	strain=10244	Contig	Full	7/12/13	ASM43876v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/765/GCF_000438765.1_ASM43876v1
GCF_000468775.1	PRJNA224116	SAMN00828801	AWPI00000000.1	na	1115807	1351	Enterococcus faecalis E12	strain=E12	Contig	Full	9/19/13	EfaecE12v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/775/GCF_000468775.1_EfaecE12v1.0
GCF_000478325.1	PRJNA224116	SAMN00809234	AJET00000000.1	na	1158672	1351	Enterococcus faecalis EnGen0286	strain=T15	Contig	Full	5/3/13	Ente_faec_T15_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/478/325/GCF_000478325.1_Ente_faec_T15_V1
GCF_000479065.1	PRJNA224116	SAMN02333867	AXOG00000000.1	na	1391469	1351	Enterococcus faecalis BM4654	strain=BM4654	Scaffold	Full	10/23/13	Ente_faec_BM4654_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/479/065/GCF_000479065.1_Ente_faec_BM4654_V1
GCF_000479085.1	PRJNA224116	SAMN02333866	AXOH00000000.1	na	1391468	1351	Enterococcus faecalis BM4539	strain=BM4539	Scaffold	Full	10/23/13	Ente_faec_BM4539_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/479/085/GCF_000479085.1_Ente_faec_BM4539_V1
GCF_000479105.1	PRJNA224116	SAMN02333865	AXOI00000000.1	na	1320322	1351	Enterococcus faecalis JH2-2	strain=JH2-2	Scaffold	Full	10/23/13	Ente_faec_JH2-2_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/479/105/GCF_000479105.1_Ente_faec_JH2-2_V1
GCF_000519425.1	PRJNA224116	SAMN02333876	JAHF00000000.1	na	1391470	1351	Enterococcus faecalis EnGen0400	strain=EnGen0400	Scaffold	Full	1/13/14	Ente_faec_B284_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/425/GCF_000519425.1_Ente_faec_B284_V1
GCF_000519445.1	PRJNA224116	SAMN02333877	JAHG00000000.1	na	1391471	1351	Enterococcus faecalis EnGen0401	strain=EnGen0401	Scaffold	Full	1/13/14	Ente_faec_B287_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/445/GCF_000519445.1_Ente_faec_B287_V1
GCF_000519465.1	PRJNA224116	SAMN02333878	JAHH00000000.1	na	1391472	1351	Enterococcus faecalis EnGen0402	strain=EnGen0402	Scaffold	Full	1/13/14	Ente_faec_B289_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/465/GCF_000519465.1_Ente_faec_B289_V1
GCF_000519485.1	PRJNA224116	SAMN02333879	JAHI00000000.1	na	1391473	1351	Enterococcus faecalis EnGen0403	strain=EnGen0403	Scaffold	Full	1/13/14	Ente_faec_B291_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/485/GCF_000519485.1_Ente_faec_B291_V1
GCF_000519505.1	PRJNA224116	SAMN02333880	JAHJ00000000.1	na	1391474	1351	Enterococcus faecalis EnGen0404	strain=EnGen0404	Scaffold	Full	1/13/14	Ente_faec_B292_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/505/GCF_000519505.1_Ente_faec_B292_V1
GCF_000519525.1	PRJNA224116	SAMN02333881	JAHK00000000.1	na	1391475	1351	Enterococcus faecalis EnGen0405	strain=EnGen0405	Scaffold	Full	1/13/14	Ente_faec_B293_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/525/GCF_000519525.1_Ente_faec_B293_V1
GCF_000519545.1	PRJNA224116	SAMN02333882	JAHL00000000.1	na	1391476	1351	Enterococcus faecalis EnGen0406	strain=EnGen0406	Scaffold	Full	1/13/14	Ente_faec_B294_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/545/GCF_000519545.1_Ente_faec_B294_V1
GCF_000519565.1	PRJNA224116	SAMN02333883	JAHM00000000.1	na	1391477	1351	Enterococcus faecalis EnGen0407	strain=EnGen0407	Scaffold	Full	1/13/14	Ente_faec_B301_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/565/GCF_000519565.1_Ente_faec_B301_V1
GCF_000519585.1	PRJNA224116	SAMN02333884	JAHN00000000.1	na	1391478	1351	Enterococcus faecalis EnGen0408	strain=EnGen0408	Scaffold	Full	1/13/14	Ente_faec_B302_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/585/GCF_000519585.1_Ente_faec_B302_V1
GCF_000519605.1	PRJNA224116	SAMN02333885	JAHO00000000.1	na	1391479	1351	Enterococcus faecalis EnGen0409	strain=EnGen0409	Scaffold	Full	1/13/14	Ente_faec_B312_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/605/GCF_000519605.1_Ente_faec_B312_V1
GCF_000519625.1	PRJNA224116	SAMN02333886	JAHP00000000.1	na	1391480	1351	Enterococcus faecalis EnGen0410	strain=EnGen0410	Scaffold	Full	1/13/14	Ente_faec_B316_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/625/GCF_000519625.1_Ente_faec_B316_V1
GCF_000519645.1	PRJNA224116	SAMN02333887	JAHQ00000000.1	na	1391481	1351	Enterococcus faecalis EnGen0411	strain=EnGen0411	Scaffold	Full	1/13/14	Ente_faec_B318_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/645/GCF_000519645.1_Ente_faec_B318_V1
GCF_000519665.1	PRJNA224116	SAMN02333888	JAHR00000000.1	na	1391482	1351	Enterococcus faecalis EnGen0412	strain=EnGen0412	Scaffold	Full	1/13/14	Ente_faec_B319_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/665/GCF_000519665.1_Ente_faec_B319_V1
GCF_000519685.1	PRJNA224116	SAMN02333889	JAHS00000000.1	na	1391483	1351	Enterococcus faecalis EnGen0413	strain=EnGen0413	Scaffold	Full	1/13/14	Ente_faec_B320_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/685/GCF_000519685.1_Ente_faec_B320_V1
GCF_000519705.1	PRJNA224116	SAMN02333890	JAHT00000000.1	na	1391484	1351	Enterococcus faecalis EnGen0414	strain=EnGen0414	Scaffold	Full	1/13/14	Ente_faec_B321_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/705/GCF_000519705.1_Ente_faec_B321_V1
GCF_000519725.1	PRJNA224116	SAMN02333891	JAHU00000000.1	na	1391485	1351	Enterococcus faecalis EnGen0415	strain=EnGen0415	Scaffold	Full	1/13/14	Ente_faec_B324_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/725/GCF_000519725.1_Ente_faec_B324_V1
GCF_000519745.1	PRJNA224116	SAMN02333892	JAHV00000000.1	na	1391486	1351	Enterococcus faecalis EnGen0416	strain=EnGen0416	Scaffold	Full	1/13/14	Ente_faec_B327_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/745/GCF_000519745.1_Ente_faec_B327_V1
GCF_000519765.1	PRJNA224116	SAMN02333893	JAHW00000000.1	na	1391487	1351	Enterococcus faecalis EnGen0417	strain=EnGen0417	Scaffold	Full	1/13/14	Ente_faec_B337_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/765/GCF_000519765.1_Ente_faec_B337_V1
GCF_000519785.1	PRJNA224116	SAMN02333894	JAHX00000000.1	na	1391488	1351	Enterococcus faecalis EnGen0418	strain=EnGen0418	Scaffold	Full	1/13/14	Ente_faec_B338_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/785/GCF_000519785.1_Ente_faec_B338_V1
GCF_000519805.1	PRJNA224116	SAMN02333895	JAHY00000000.1	na	1391489	1351	Enterococcus faecalis EnGen0419	strain=EnGen0419	Scaffold	Full	1/13/14	Ente_faec_B345_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/805/GCF_000519805.1_Ente_faec_B345_V1
GCF_000519825.1	PRJNA224116	SAMN02333896	JAHZ00000000.1	na	1391490	1351	Enterococcus faecalis EnGen0420	strain=EnGen0420	Scaffold	Full	1/13/14	Ente_faec_B347_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/825/GCF_000519825.1_Ente_faec_B347_V1
GCF_000519845.1	PRJNA224116	SAMN02333897	JAIA00000000.1	na	1391491	1351	Enterococcus faecalis EnGen0421	strain=EnGen0421	Scaffold	Full	1/13/14	Ente_faec_B348_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/845/GCF_000519845.1_Ente_faec_B348_V1
GCF_000519865.1	PRJNA224116	SAMN02333898	JAIB00000000.1	na	1391492	1351	Enterococcus faecalis EnGen0422	strain=EnGen0422	Scaffold	Full	1/13/14	Ente_faec_B350_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/865/GCF_000519865.1_Ente_faec_B350_V1
GCF_000519885.1	PRJNA224116	SAMN02333899	JAIC00000000.1	na	1391493	1351	Enterococcus faecalis EnGen0423	strain=EnGen0423	Scaffold	Full	1/13/14	Ente_faec_B363_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/885/GCF_000519885.1_Ente_faec_B363_V1
GCF_000519905.1	PRJNA224116	SAMN02333900	JAID00000000.1	na	1391494	1351	Enterococcus faecalis EnGen0424	strain=EnGen0424	Scaffold	Full	1/13/14	Ente_faec_B373_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/905/GCF_000519905.1_Ente_faec_B373_V1
GCF_000519925.1	PRJNA224116	SAMN02333901	JAIE00000000.1	na	1391495	1351	Enterococcus faecalis EnGen0425	strain=EnGen0425	Scaffold	Full	1/13/14	Ente_faec_B375_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/925/GCF_000519925.1_Ente_faec_B375_V1
GCF_000519945.1	PRJNA224116	SAMN02333902	JAIF00000000.1	na	1391496	1351	Enterococcus faecalis EnGen0426	strain=EnGen0426	Scaffold	Full	1/13/14	Ente_faec_B382_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/945/GCF_000519945.1_Ente_faec_B382_V1
GCF_000519965.1	PRJNA224116	SAMN02333903	JAIG00000000.1	na	1391497	1351	Enterococcus faecalis EnGen0427	strain=EnGen0427	Scaffold	Full	1/13/14	Ente_faec_B388_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/965/GCF_000519965.1_Ente_faec_B388_V1
GCF_000524625.1	PRJNA224116	SAMN02641563	ANMP00000000.1	na	1263864	1351	Enterococcus faecalis MA1	strain=MA1	Contig	Full	1/29/14	MMA1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/524/625/GCF_000524625.1_MMA1
GCF_000550745.1	PRJNA224116	SAMN03081447		na	1287066	1351	Enterococcus faecalis DENG1	strain=DENG1	Complete Genome	Full	2/5/14	ASM55074v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/550/745/GCF_000550745.1_ASM55074v1
GCF_000647995.1	PRJNA224116	SAMN02729319	AYLU00000000.1	na	1343497	1351	Enterococcus faecalis AZ19	strain=AZ19	Contig	Full	4/24/14	Ef.AZ19.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/647/995/GCF_000647995.1_Ef.AZ19.1
GCF_000648015.1	PRJNA224116	SAMN02729321	AYKK00000000.1	na	1400799	1351	Enterococcus faecalis FL2	strain=FL2	Contig	Full	4/24/14	Ef.FL2.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/015/GCF_000648015.1_Ef.FL2.1
GCF_000648035.1	PRJNA224116	SAMN02729327	AYKL00000000.1	na	1400800	1351	Enterococcus faecalis GA2	strain=GA2	Contig	Full	4/24/14	Ef.GA2.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/035/GCF_000648035.1_Ef.GA2.1
GCF_000648055.1	PRJNA224116	SAMN02729326	AYLV00000000.1	na	1400801	1351	Enterococcus faecalis GAN13	strain=GAN13	Contig	Full	4/24/14	Ef.GAN13.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/055/GCF_000648055.1_Ef.GAN13.1
GCF_000648075.1	PRJNA224116	SAMN02729325	AYND00000000.1	na	1400802	1351	Enterococcus faecalis KS19	strain=KS19	Contig	Full	4/24/14	Ef.KS19.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/075/GCF_000648075.1_Ef.KS19.1
GCF_000648095.1	PRJNA224116	SAMN02729323	AYLN00000000.1	na	1400803	1351	Enterococcus faecalis MD6	strain=MD6	Contig	Full	4/24/14	Ef.MD6.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/095/GCF_000648095.1_Ef.MD6.1
GCF_000648115.1	PRJNA224116	SAMN02729320	AYKM00000000.1	na	1400804	1351	Enterococcus faecalis MN16	strain=MN16	Contig	Full	4/24/14	Ef.MN16.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/115/GCF_000648115.1_Ef.MN16.1
GCF_000648135.1	PRJNA224116	SAMN02729329	AYKU00000000.1	na	1400806	1351	Enterococcus faecalis MTmid8	strain=MTmid8	Contig	Full	4/24/14	Ef.MTmid8.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/135/GCF_000648135.1_Ef.MTmid8.1
GCF_000648155.1	PRJNA224116	SAMN02729328	AYOJ00000000.1	na	1400805	1351	Enterococcus faecalis MTUP9	strain=MTUP9	Contig	Full	4/24/14	Ef.MTUP9.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/155/GCF_000648155.1_Ef.MTUP9.1
GCF_000648175.1	PRJNA224116	SAMN02729324	AYOK00000000.1	na	1400807	1351	Enterococcus faecalis NJ44	strain=NJ44	Contig	Full	4/24/14	Ef.NJ44.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/175/GCF_000648175.1_Ef.NJ44.1
GCF_000648195.1	PRJNA224116	SAMN02729322	AYOL00000000.1	na	1400808	1351	Enterococcus faecalis NY9	strain=NY9	Contig	Full	4/24/14	Ef.NY9.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/195/GCF_000648195.1_Ef.NY9.1
GCF_000690925.1	PRJNA224116	SAMN02777945	AVNY00000000.1	na	1338519	1351	Enterococcus faecalis 918	strain=918	Scaffold	Full	5/14/14	ASM69092v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/690/925/GCF_000690925.1_ASM69092v1
GCF_000717435.1	PRJNA224116	SAMN02401940	JPDQ00000000.1	na	1421012	1351	Enterococcus faecalis Efa HS0914	strain=Efa HS0914	Scaffold	Full	7/3/14	Efa.HS0914.v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/717/435/GCF_000717435.1_Efa.HS0914.v1.0
GCF_000739195.1	PRJNA224116	SAMN02947222	JPWN00000000.1	na	1351	1351	Enterococcus faecalis	strain=NGS-ED-1009	Contig	Full	8/13/14	ASM73919v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/195/GCF_000739195.1_ASM73919v1
GCF_000742975.1	PRJNA224116	SAMN02870637		na	1201292	1351	Enterococcus faecalis ATCC 29212	strain=ATCC 29212	Complete Genome	Full	8/22/14	ASM74297v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/975/GCF_000742975.1_ASM74297v1
GCF_000763355.1	PRJNA224116	SAMN02950876	JPTY00000000.1	na	1351	1351	Enterococcus faecalis	strain=LRS29212	Contig	Full	10/3/14	ASM76335v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/355/GCF_000763355.1_ASM76335v1
GCF_000763435.1	PRJNA224116	SAMN02950891	JPTZ00000000.1	na	1351	1351	Enterococcus faecalis	strain=MA2	Contig	Full	10/3/14	ASM76343v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/435/GCF_000763435.1_ASM76343v1
GCF_000763645.1	PRJNA224116	SAMN02996613	JQHD00000000.1	na	1351	1351	Enterococcus faecalis	strain=C10B	Contig	Full	10/6/14	ASM76364v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/645/GCF_000763645.1_ASM76364v1
GCF_000772515.1	PRJNA224116	SAMN03142838	JSES00000000.1	na	1351	1351	Enterococcus faecalis	strain=ATCC 51299	Contig	Full	11/5/14	ASM77251v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/515/GCF_000772515.1_ASM77251v1
GCF_000788155.1	PRJNA224116	SAMN03200202	JTKT00000000.1	na	1351	1351	Enterococcus faecalis	strain=12	Scaffold	Full	12/2/14	ASM78815v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/788/155/GCF_000788155.1_ASM78815v1
GCF_000788165.1	PRJNA224116	SAMN03200205	JTKW00000000.1	na	1351	1351	Enterococcus faecalis	strain=19	Scaffold	Full	12/2/14	ASM78816v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/788/165/GCF_000788165.1_ASM78816v1
GCF_000788175.1	PRJNA224116	SAMN03200200	JTKS00000000.1	na	1351	1351	Enterococcus faecalis	strain=1	Scaffold	Full	12/2/14	ASM78817v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/788/175/GCF_000788175.1_ASM78817v1
GCF_000788185.1	PRJNA224116	SAMN03200203	JTKU00000000.1	na	1351	1351	Enterococcus faecalis	strain=17	Scaffold	Full	12/2/14	ASM78818v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/788/185/GCF_000788185.1_ASM78818v1
GCF_000788235.1	PRJNA224116	SAMN03200204	JTKV00000000.1	na	1351	1351	Enterococcus faecalis	strain=18	Scaffold	Full	12/2/14	ASM78823v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/788/235/GCF_000788235.1_ASM78823v1
GCF_000788255.1	PRJNA224116	SAMN03200206	JTKX00000000.1	na	1351	1351	Enterococcus faecalis	strain=32	Scaffold	Full	12/2/14	ASM78825v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/788/255/GCF_000788255.1_ASM78825v1
